[1;30;43mStreaming output truncated to the last 5000 lines.[0m
136  	 2.1099e-01 	3.4386e+00 	6.8773e-02
137  	 2.2454e-01 	5.5434e-01 	1.1087e-02
138  	 7.0201e-02 	2.4932e-01 	4.9864e-03
139  	 1.1834e-01 	1.1547e+00 	2.3095e-02
140  	 8.4194e-02 	2.6842e-01 	5.3685e-03
141  	 1.5076e-01 	1.2411e+00 	2.4823e-02
142  	 1.3466e-01 	2.2248e+00 	4.4496e-02
143  	 9.6611e-02 	9.6617e-01 	1.9323e-02
144  	 1.1070e-01 	1.4567e+00 	2.9134e-02
145  	 8.1859e-02 	4.9908e+00 	9.9815e-02
146  	 3.9428e-01 	5.2236e+00 	1.0447e-01
147  	 2.0131e-01 	5.4384e+00 	1.0877e-01
148  	 3.2215e-01 	2.5049e+00 	5.0097e-02
149  	 1.8567e-01 	1.3124e+00 	2.6247e-02
150  	 1.0983e-01 	1.8066e+00 	3.6131e-02
151  	 1.2298e-01 	3.1970e+00 	6.3939e-02
152  	 1.6234e-01 	4.4300e+00 	8.8600e-02
153  	 2.2533e-01 	2.3879e+00 	4.7758e-02
154  	 1.3173e-01 	1.1880e+00 	2.3760e-02
155  	 7.1332e-02 	3.7038e-01 	7.4076e-03
156  	 2.1058e-01 	7.2396e+00 	1.4479e-01
157  	 3.1169e-01 	9.2693e+00 	1.8539e-01
158  	 6.0731e-01 	3.5690e+00 	7.1381e-02
159  	 1.1257e-01 	1.7820e+00 	3.5640e-02
160  	 1.3272e-01 	7.1828e-01 	1.4366e-02
161  	 1.4528e-01 	2.9028e-01 	5.8057e-03
162  	 7.7761e-02 	5.3734e-01 	1.0747e-02
163  	 6.8889e-02 	3.7068e-01 	7.4137e-03
164  	 2.1529e-02 	1.9200e+00 	3.8399e-02
165  	 1.5957e-01 	2.4706e+00 	4.9412e-02
166  	 1.8557e-01 	4.5044e-01 	9.0088e-03
167  	 1.0367e-01 	1.9076e+00 	3.8152e-02
